review_id,product_id,category,review_text,review_length,num_words,sentiment_score,rating
R0476,P132,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,104,40,-0.73,1
R0477,P174,electronics,그럭저럭입니다.,143,48,-0.23,3
R0478,P132,home,좋지도 나쁘지도 않아요.,184,28,-0.24,4
R0479,P133,electronics,별로입니다. 추천하지 않습니다.,126,25,-0.85,2
R0480,P200,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,189,18,0.77,4
R0481,P159,electronics,좋지도 나쁘지도 않아요.,153,14,0.38,3
R0482,P138,electronics,이 제품 정말 최고예요!,114,50,0.53,4
R0483,P173,home,좋지도 나쁘지도 않아요.,121,31,0.47,3
R0484,P197,home,이 제품 정말 최고예요!,56,11,0.83,4
R0485,P130,sports,아주 좋은 제품이에요. 만족스럽습니다!,135,21,0.6,4
R0486,P161,sports,별로입니다. 추천하지 않습니다.,197,25,-0.69,1
R0487,P187,home,아주 좋은 제품이에요. 만족스럽습니다!,189,44,0.66,5
R0488,P122,electronics,별로입니다. 추천하지 않습니다.,58,44,-0.89,1
R0489,P191,electronics,정말 별로예요. 다른 제품을 찾아보세요.,120,45,-0.82,2
R0490,P141,electronics,돈 낭비였어요. 비추천합니다.,111,26,-0.83,2
R0491,P156,fashion,이 제품 정말 최고예요!,153,12,1.0,4
R0492,P104,sports,좋지도 나쁘지도 않아요.,66,17,-0.32,3
R0493,P200,home,돈 낭비였어요. 비추천합니다.,54,38,-0.87,1
R0494,P116,home,정말 별로예요. 다른 제품을 찾아보세요.,56,15,-0.81,1
R0495,P115,home,정말 별로예요. 다른 제품을 찾아보세요.,55,10,-0.61,2
R0496,P148,sports,기대 이상으로 좋았습니다. 강력 추천해요.,123,28,0.93,4
R0497,P175,home,기대 이상으로 좋았습니다. 강력 추천해요.,89,32,0.57,4
R0498,P121,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,141,39,0.53,5
R0499,P181,sports,그럭저럭입니다.,109,43,0.49,3
R0500,P140,home,평범한 제품이에요. 예상했던 그대로입니다.,69,22,0.21,4
R0501,P102,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,187,12,0.54,4
R0502,P118,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,140,40,-0.99,2
R0503,P185,fashion,평범한 제품이에요. 예상했던 그대로입니다.,189,30,0.41,3
R0504,P151,fashion,정말 별로예요. 다른 제품을 찾아보세요.,178,33,-0.53,1
R0505,P180,fashion,무난합니다. 그냥 쓸 만해요.,146,22,-0.44,4
R0506,P172,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,86,47,0.8,4
R0507,P118,electronics,그냥 괜찮아요. 특별한 점은 없네요.,184,16,0.14,4
R0508,P197,home,무난합니다. 그냥 쓸 만해요.,174,49,0.36,3
R0509,P165,electronics,훌륭한 품질에 배송도 빨랐어요.,91,16,0.75,5
R0510,P133,home,무난합니다. 그냥 쓸 만해요.,139,26,0.3,3
R0511,P130,sports,그럭저럭입니다.,142,31,0.03,3
R0512,P185,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,186,40,-0.78,1
R0513,P195,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,81,39,-0.56,2
R0514,P105,home,그냥 괜찮아요. 특별한 점은 없네요.,113,41,0.17,3
R0515,P143,electronics,훌륭한 품질에 배송도 빨랐어요.,156,13,0.53,4
R0516,P116,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,99,47,0.57,5
R0517,P169,fashion,아주 좋은 제품이에요. 만족스럽습니다!,94,14,0.88,4
R0518,P151,fashion,돈 낭비였어요. 비추천합니다.,182,28,-0.91,1
R0519,P158,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,157,29,-0.71,1
R0520,P185,fashion,그럭저럭입니다.,80,40,-0.3,3
R0521,P156,fashion,돈 낭비였어요. 비추천합니다.,105,42,-0.87,2
R0522,P171,electronics,아주 좋은 제품이에요. 만족스럽습니다!,69,13,0.77,4
R0523,P131,electronics,무난합니다. 그냥 쓸 만해요.,72,31,-0.29,4
R0524,P137,fashion,그냥 괜찮아요. 특별한 점은 없네요.,63,25,0.16,3
R0525,P170,sports,무난합니다. 그냥 쓸 만해요.,123,26,0.36,3
R0526,P195,fashion,기대했던 것보다 별로네요.,119,11,-0.79,1
R0527,P143,home,돈 낭비였어요. 비추천합니다.,172,32,-0.85,1
R0528,P142,electronics,기대 이상으로 좋았습니다. 강력 추천해요.,50,38,0.76,4
R0529,P108,electronics,훌륭한 품질에 배송도 빨랐어요.,113,49,0.65,4
R0530,P192,electronics,별로입니다. 추천하지 않습니다.,166,30,-0.8,2
R0531,P163,electronics,그럭저럭입니다.,181,38,-0.08,4
R0532,P120,fashion,별로입니다. 추천하지 않습니다.,197,23,-0.64,2
R0533,P162,home,그럭저럭입니다.,197,14,0.23,3
R0534,P115,fashion,그럭저럭입니다.,91,22,-0.2,3
R0535,P126,home,평범한 제품이에요. 예상했던 그대로입니다.,93,18,0.04,3
R0536,P151,home,아주 좋은 제품이에요. 만족스럽습니다!,186,48,0.76,5
R0537,P181,home,별로입니다. 추천하지 않습니다.,132,49,-0.54,1
R0538,P118,electronics,훌륭한 품질에 배송도 빨랐어요.,77,25,0.61,4
R0539,P180,fashion,기대했던 것보다 별로네요.,185,18,-0.71,2
R0540,P111,sports,좋지도 나쁘지도 않아요.,105,26,0.23,3
R0541,P179,electronics,좋지도 나쁘지도 않아요.,61,16,-0.37,4
R0542,P108,fashion,평범한 제품이에요. 예상했던 그대로입니다.,190,36,-0.4,3
R0543,P187,sports,그럭저럭입니다.,100,42,-0.0,4
R0544,P139,electronics,좋지도 나쁘지도 않아요.,171,42,0.48,4
R0545,P154,fashion,무난합니다. 그냥 쓸 만해요.,59,14,-0.2,3
R0546,P102,sports,이 제품 정말 최고예요!,116,22,0.53,5
R0547,P123,home,정말 별로예요. 다른 제품을 찾아보세요.,141,21,-0.61,1
R0548,P158,fashion,훌륭한 품질에 배송도 빨랐어요.,56,31,0.73,4
R0549,P126,electronics,정말 별로예요. 다른 제품을 찾아보세요.,66,43,-0.53,1
R0550,P108,electronics,그럭저럭입니다.,174,45,0.43,3
R0551,P100,sports,그냥 괜찮아요. 특별한 점은 없네요.,189,40,-0.11,3
R0552,P172,home,평범한 제품이에요. 예상했던 그대로입니다.,52,26,-0.08,3
R0553,P198,fashion,훌륭한 품질에 배송도 빨랐어요.,197,22,0.53,5
R0554,P144,home,그럭저럭입니다.,92,48,0.49,3
R0555,P192,electronics,평범한 제품이에요. 예상했던 그대로입니다.,51,16,-0.34,4
R0556,P177,fashion,좋지도 나쁘지도 않아요.,146,26,-0.09,4
R0557,P139,home,아주 좋은 제품이에요. 만족스럽습니다!,106,50,0.55,4
R0558,P146,fashion,돈 낭비였어요. 비추천합니다.,80,38,-0.6,1
R0559,P150,electronics,그냥 괜찮아요. 특별한 점은 없네요.,52,28,0.45,4
R0560,P151,electronics,기대했던 것보다 별로네요.,146,34,-0.81,2
R0561,P167,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,77,27,-0.88,2
R0562,P196,electronics,좋지도 나쁘지도 않아요.,193,41,0.14,4
R0563,P151,fashion,기대했던 것보다 별로네요.,52,11,-0.97,2
R0564,P187,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,55,30,-0.51,1
R0565,P153,electronics,별로입니다. 추천하지 않습니다.,140,35,-0.56,1
R0566,P185,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,179,33,0.94,5
R0567,P110,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,93,45,-0.98,1
R0568,P178,electronics,이 제품 정말 최고예요!,200,50,0.69,5
R0569,P146,home,별로입니다. 추천하지 않습니다.,147,37,-0.55,2
R0570,P178,home,그럭저럭입니다.,167,30,-0.23,4
R0571,P195,fashion,무난합니다. 그냥 쓸 만해요.,109,40,0.25,3
R0572,P185,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,178,41,0.64,4
R0573,P104,home,무난합니다. 그냥 쓸 만해요.,82,11,0.01,4
R0574,P163,home,기대했던 것보다 별로네요.,130,24,-0.74,2
R0575,P139,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,83,49,0.79,5
R0576,P107,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,56,37,0.61,5
R0577,P145,home,돈 낭비였어요. 비추천합니다.,105,39,-0.95,2
R0578,P167,home,돈 낭비였어요. 비추천합니다.,62,48,-0.74,2
R0579,P158,fashion,돈 낭비였어요. 비추천합니다.,105,25,-0.97,2
R0580,P163,home,다시 구매할 의향이 있습니다. 아주 만족해요.,106,12,0.59,5
R0581,P143,home,다시 구매할 의향이 있습니다. 아주 만족해요.,165,42,0.95,5
R0582,P183,sports,평범한 제품이에요. 예상했던 그대로입니다.,171,28,0.02,3
R0583,P137,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,85,13,0.67,5
R0584,P126,fashion,별로입니다. 추천하지 않습니다.,138,16,-0.94,2
R0585,P125,sports,이 제품 정말 최고예요!,169,28,0.58,4
R0586,P178,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,54,14,-0.54,2
R0587,P158,home,기대 이상으로 좋았습니다. 강력 추천해요.,80,11,0.8,5
R0588,P183,electronics,그럭저럭입니다.,107,11,-0.19,4
R0589,P119,electronics,이 제품 정말 최고예요!,109,50,0.77,5
R0590,P123,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,143,12,-0.56,1
R0591,P176,sports,무난합니다. 그냥 쓸 만해요.,128,35,-0.43,3
R0592,P130,home,그럭저럭입니다.,71,19,-0.09,4
R0593,P120,home,평범한 제품이에요. 예상했던 그대로입니다.,95,22,0.18,4
R0594,P107,home,별로입니다. 추천하지 않습니다.,95,47,-0.93,2
R0595,P172,electronics,아주 좋은 제품이에요. 만족스럽습니다!,80,48,0.64,4
R0596,P137,sports,별로입니다. 추천하지 않습니다.,119,10,-0.65,1
R0597,P121,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,180,27,-0.89,2
R0598,P170,home,돈 낭비였어요. 비추천합니다.,125,12,-0.67,1
R0599,P194,home,평범한 제품이에요. 예상했던 그대로입니다.,95,22,0.17,3
R0600,P100,sports,그냥 괜찮아요. 특별한 점은 없네요.,60,46,-0.34,3
R0601,P110,home,그럭저럭입니다.,133,25,-0.07,3
R0602,P131,sports,정말 별로예요. 다른 제품을 찾아보세요.,87,25,-0.96,1
R0603,P137,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,172,45,-0.66,1
R0604,P105,sports,정말 별로예요. 다른 제품을 찾아보세요.,116,21,-0.97,1
R0605,P200,fashion,그냥 괜찮아요. 특별한 점은 없네요.,57,25,0.45,4
R0606,P130,sports,그럭저럭입니다.,185,25,-0.0,3
R0607,P129,electronics,기대 이상으로 좋았습니다. 강력 추천해요.,104,37,0.93,5
R0608,P199,home,평범한 제품이에요. 예상했던 그대로입니다.,199,12,-0.37,4
R0609,P164,home,그럭저럭입니다.,176,36,-0.21,4
R0610,P156,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,183,13,-0.61,2
R0611,P179,home,평범한 제품이에요. 예상했던 그대로입니다.,192,49,0.16,4
R0612,P162,electronics,별로입니다. 추천하지 않습니다.,109,24,-0.99,2
R0613,P109,fashion,훌륭한 품질에 배송도 빨랐어요.,152,34,0.7,5
R0614,P141,electronics,정말 별로예요. 다른 제품을 찾아보세요.,111,48,-0.88,2
R0615,P173,home,그냥 괜찮아요. 특별한 점은 없네요.,76,38,0.42,3
R0616,P110,electronics,기대했던 것보다 별로네요.,188,19,-0.58,1
R0617,P123,fashion,별로입니다. 추천하지 않습니다.,73,45,-0.86,1
R0618,P194,sports,아주 좋은 제품이에요. 만족스럽습니다!,66,33,0.71,5
R0619,P127,sports,돈 낭비였어요. 비추천합니다.,86,46,-0.95,1
R0620,P183,fashion,별로입니다. 추천하지 않습니다.,131,50,-0.51,2
R0621,P133,electronics,기대했던 것보다 별로네요.,114,44,-0.84,2
R0622,P193,electronics,정말 별로예요. 다른 제품을 찾아보세요.,115,50,-0.95,1
R0623,P186,home,다시 구매할 의향이 있습니다. 아주 만족해요.,129,48,0.57,4
R0624,P100,home,별로입니다. 추천하지 않습니다.,156,12,-0.88,2
R0625,P155,home,다시 구매할 의향이 있습니다. 아주 만족해요.,187,23,0.75,4
R0626,P121,fashion,아주 좋은 제품이에요. 만족스럽습니다!,65,37,0.99,5
R0627,P172,sports,기대했던 것보다 별로네요.,65,18,-0.52,1
R0628,P132,home,아주 좋은 제품이에요. 만족스럽습니다!,134,29,0.89,4
R0629,P147,sports,그냥 괜찮아요. 특별한 점은 없네요.,196,50,0.09,4
R0630,P122,fashion,그럭저럭입니다.,50,50,-0.33,3
R0631,P130,sports,이 제품 정말 최고예요!,58,16,0.58,5
R0632,P177,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,92,39,0.96,4
R0633,P128,fashion,별로입니다. 추천하지 않습니다.,199,36,-0.61,2
R0634,P140,fashion,정말 별로예요. 다른 제품을 찾아보세요.,192,31,-0.73,2
R0635,P179,electronics,정말 별로예요. 다른 제품을 찾아보세요.,65,32,-0.65,1
R0636,P151,fashion,정말 별로예요. 다른 제품을 찾아보세요.,96,47,-0.93,2
R0637,P169,fashion,그럭저럭입니다.,68,12,-0.04,3
R0638,P185,electronics,좋지도 나쁘지도 않아요.,154,46,0.25,4
R0639,P100,home,기대 이상으로 좋았습니다. 강력 추천해요.,191,12,0.88,4
R0640,P111,electronics,정말 별로예요. 다른 제품을 찾아보세요.,97,33,-0.69,1
R0641,P198,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,147,24,0.93,4
R0642,P147,home,돈 낭비였어요. 비추천합니다.,195,44,-0.81,1
R0643,P127,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,159,37,0.67,5
R0644,P128,sports,그냥 괜찮아요. 특별한 점은 없네요.,185,10,-0.29,4
R0645,P198,fashion,무난합니다. 그냥 쓸 만해요.,120,15,-0.05,3
R0646,P164,fashion,이 제품 정말 최고예요!,116,14,0.59,4
R0647,P124,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,122,28,0.65,5
R0648,P133,sports,그럭저럭입니다.,116,13,0.19,4
R0649,P196,electronics,별로입니다. 추천하지 않습니다.,123,10,-0.65,2
R0650,P166,sports,아주 좋은 제품이에요. 만족스럽습니다!,182,45,0.85,4
R0651,P122,electronics,아주 좋은 제품이에요. 만족스럽습니다!,64,40,0.67,5
